Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
José Ángel,0.0,0.0,72.22,0.33,0.0,0.0,1.58,1.03,0.0,1.58,0.0,0.58,0.45,0.18,37.27,76.02,7.12,41.77,0.0,0.21,0.0,0.0,0.85,0.15,0.18,0.0,61.11,60.0,0.79,0.76,33,3,2,La Liga 2,2
Enzo Loiodice,0.1,0.0,61.54,1.23,0.0,0.0,2.51,0.74,0.0,0.21,0.0,0.87,0.1,0.08,46.41,83.26,10.9,68.75,0.0,0.31,0.0,0.0,0.41,0.05,0.23,0.03,38.1,51.94,1.62,1.41,39,1,3,La Liga 2,2
Andrés Fernández,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.33,0.0,0.0,0.0,0.0,26.55,47.62,2.31,34.68,2.79,0.38,0.26,0.02,0.76,0.1,0.07,0.0,80.0,87.5,0.14,0.0,42,3,1,La Liga 2,2
Sergio Lozano,0.18,0.11,62.5,2.18,0.0,0.51,1.32,0.32,0.0,0.18,0.0,0.79,0.25,0.21,38.21,77.48,10.64,44.87,0.0,0.14,0.0,0.0,0.79,0.14,0.25,0.04,36.36,51.49,2.43,1.5,28,1,3,La Liga 2,2
Álvaro Valles,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.03,0.62,0.0,0.0,0.0,0.0,28.21,72.05,0.74,38.81,2.24,0.56,0.06,0.0,0.59,0.09,0.06,0.0,71.43,85.71,0.12,0.03,34,2,1,La Liga 2,2
Imanol García de Albéniz,0.0,0.0,47.37,0.26,0.0,0.0,1.15,1.15,0.0,1.37,0.0,0.41,0.15,0.07,36.52,82.15,7.59,56.12,0.0,0.33,0.0,0.0,0.52,0.07,0.04,0.0,58.18,55.41,0.59,0.67,27,1,2,La Liga 2,2
Álex Muñoz,0.0,0.06,52.94,0.74,0.0,0.0,2.15,1.09,0.0,2.15,0.0,0.38,0.09,0.03,40.44,82.11,6.97,38.41,0.0,0.35,0.0,0.0,0.44,0.09,0.24,0.0,59.29,59.2,0.82,1.41,34,2,2,La Liga 2,2
Carlos Izquierdoz,0.03,0.09,60.0,0.44,0.03,0.0,1.62,1.53,0.12,4.18,0.0,0.53,0.06,0.03,43.06,80.19,3.56,48.72,0.0,0.26,0.0,0.0,0.74,0.12,0.18,0.03,64.67,62.5,0.41,0.88,34,3,2,La Liga 2,2
Haitam Abaida,0.25,0.0,66.67,0.75,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,4.75,94.74,1.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,100.0,70.0,1.75,0.0,4,1,4,La Liga 2,2
Jair Amador,0.08,0.0,100.0,0.61,0.06,0.0,0.89,1.11,0.0,4.94,0.0,0.08,0.03,0.0,49.42,85.72,1.36,42.99,0.0,0.33,0.0,0.0,0.72,0.19,0.14,0.0,67.36,65.42,0.28,0.56,36,3,2,La Liga 2,2
Filip Jörgensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.91,0.0,0.0,0.0,0.0,27.36,76.74,0.64,41.44,2.73,0.36,0.09,0.0,0.82,0.18,0.18,0.0,66.67,66.67,0.09,0.0,11,1,1,La Liga 2,2
Anaitz Arbilla,0.0,0.0,66.67,0.51,0.0,0.0,1.11,1.66,0.0,2.46,0.0,0.51,0.0,0.0,65.2,85.1,10.31,59.91,0.0,0.34,0.0,0.0,0.66,0.14,0.26,0.0,61.54,58.7,0.46,0.6,35,3,2,La Liga 2,2
Francisco Villalba,0.03,0.0,60.0,0.76,0.0,0.0,1.15,0.29,0.0,0.26,0.0,0.65,0.18,0.06,33.38,80.26,11.62,61.18,0.0,0.12,0.0,0.0,0.62,0.06,0.21,0.0,10.0,50.0,1.03,0.85,34,2,3,La Liga 2,2
Rúben Vezo,0.0,0.0,42.86,0.19,0.0,0.0,1.41,1.3,0.04,4.22,0.0,0.41,0.0,0.0,50.44,84.8,4.04,56.06,0.0,0.33,0.0,0.0,0.59,0.07,0.3,0.0,61.45,60.0,1.04,1.15,27,2,2,La Liga 2,2
Luis Rioja,0.26,0.11,52.08,1.66,0.0,2.63,1.05,0.84,0.0,0.5,0.0,1.0,0.34,0.11,23.71,75.25,9.11,34.0,0.0,0.24,0.0,0.0,0.55,0.11,0.16,0.03,36.36,47.15,1.24,0.63,38,2,3,La Liga 2,2
David Costas,0.05,0.05,83.33,0.32,0.0,0.0,0.91,1.55,0.05,4.05,0.0,0.09,0.05,0.05,31.91,77.07,2.68,54.48,0.0,0.41,0.0,0.0,0.73,0.14,0.23,0.0,66.67,60.0,0.41,1.27,22,2,2,La Liga 2,2
Quentin Braat,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,25.12,42.27,2.12,34.95,2.38,0.42,0.08,0.0,0.58,0.12,0.08,0.0,90.91,93.33,0.12,0.0,26,2,1,La Liga 2,2
Cristian Álvarez,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.06,0.0,0.8,0.06,0.03,0.0,0.0,27.2,64.29,0.97,41.77,2.71,0.37,0.06,0.0,0.71,0.17,0.06,0.03,100.0,87.5,0.06,0.03,35,3,1,La Liga 2,2
Rubén Pardo,0.03,0.03,70.59,0.65,0.0,0.59,0.68,0.82,0.03,0.44,0.0,0.32,0.32,0.09,38.18,84.13,9.74,59.17,0.0,0.15,0.0,0.0,0.71,0.09,0.18,0.0,54.55,56.19,0.35,0.53,34,3,3,La Liga 2,2
Gabriel Fuentes,0.0,0.0,47.83,0.23,0.0,0.0,2.18,0.77,0.0,1.27,0.0,0.32,0.14,0.09,32.32,79.47,6.68,52.81,0.0,0.27,0.0,0.0,0.64,0.14,0.14,0.0,60.78,60.89,0.86,1.14,22,2,2,La Liga 2,2
Adria Miquel Bosch Sanchis,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,34.0,70.59,4.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.67,72.73,1.0,0.0,1,1,2,La Liga 2,2
Ibra,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,83.33,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.67,62.5,2.0,2.0,1,1,3,La Liga 2,2
Marc Aguado,0.0,0.03,78.57,0.14,0.0,0.0,1.75,1.44,0.0,1.33,0.0,0.58,0.0,0.0,65.97,92.0,10.19,50.44,0.0,0.28,0.0,0.0,0.56,0.06,0.11,0.0,66.67,68.16,1.14,0.75,36,1,3,La Liga 2,2
Adrián de la Fuente,0.06,0.03,76.47,0.83,0.03,0.0,0.83,1.37,0.03,4.49,0.03,0.31,0.06,0.0,63.31,82.72,5.69,48.37,0.0,0.26,0.0,0.0,1.03,0.2,0.26,0.03,55.88,60.68,1.29,1.0,35,1,2,La Liga 2,2
Matheus Pereira,0.05,0.0,47.37,1.15,0.0,0.0,1.46,0.56,0.0,0.77,0.0,0.95,0.05,0.03,50.97,83.85,12.82,62.81,0.0,0.33,0.0,0.0,0.69,0.08,0.38,0.0,41.94,46.38,1.03,1.23,39,2,3,La Liga 2,2
Curro,0.26,0.06,50.75,1.85,0.0,0.0,0.82,0.32,0.03,0.21,0.0,0.65,0.15,0.06,30.18,71.83,10.44,45.54,0.0,0.09,0.0,0.0,0.82,0.09,0.15,0.03,36.17,48.7,2.15,0.76,34,2,3,La Liga 2,2
Jonathan Dubasin,0.26,0.15,56.96,1.46,0.0,0.0,0.67,0.33,0.0,0.69,0.0,0.26,0.23,0.13,17.54,69.74,5.64,47.83,0.0,0.05,0.0,0.0,0.77,0.05,0.15,0.0,43.06,47.07,1.36,1.38,39,1,4,La Liga 2,2
Álvaro Tejero,0.06,0.03,31.25,1.26,0.0,0.0,1.23,0.69,0.0,1.31,0.0,0.4,0.29,0.03,38.91,79.59,9.57,50.0,0.0,0.26,0.0,0.0,0.63,0.14,0.09,0.0,50.0,58.16,1.29,0.6,35,2,2,La Liga 2,2
Sergi Cardona,0.0,0.03,38.3,0.49,0.0,0.0,2.97,1.56,0.08,1.92,0.03,0.85,0.13,0.05,51.72,81.06,9.85,34.5,0.0,0.41,0.0,0.0,0.51,0.08,0.28,0.0,58.14,58.73,1.28,1.21,39,1,2,La Liga 2,2
Iñigo Vicente,0.18,0.08,46.24,1.4,0.0,0.0,1.33,0.55,0.0,0.38,0.0,1.33,0.3,0.18,31.88,76.86,10.28,61.44,0.0,0.03,0.0,0.0,0.53,0.18,0.1,0.0,35.29,45.54,1.15,0.5,40,2,3,La Liga 2,2
Óscar Whalley,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.47,0.05,0.03,0.0,0.0,31.16,59.88,2.16,43.76,3.34,0.29,0.24,0.05,1.26,0.08,0.03,0.0,100.0,88.89,0.08,0.0,38,2,1,La Liga 2,2
Álvaro Rodríguez,0.14,0.03,49.15,0.83,0.0,0.0,2.0,0.94,0.03,1.49,0.0,0.6,0.06,0.09,29.8,73.35,6.63,50.0,0.0,0.23,0.0,0.0,0.77,0.09,0.14,0.03,50.0,53.29,0.8,1.34,35,2,2,La Liga 2,2
Pedro Alcalá,0.06,0.06,100.0,0.66,0.06,0.0,0.75,0.72,0.03,4.03,0.0,0.13,0.0,0.0,43.16,78.49,2.44,49.38,0.0,0.22,0.0,0.0,0.69,0.03,0.16,0.06,63.16,59.9,0.59,0.97,32,3,2,La Liga 2,2
Zé Ricardo,0.0,0.0,57.35,0.63,0.0,0.0,2.63,1.5,0.03,1.83,0.03,1.1,0.1,0.1,20.57,70.83,2.73,43.8,0.0,0.13,0.0,0.0,1.0,0.1,0.4,0.0,60.42,54.1,0.63,1.67,30,2,2,La Liga 2,2
Chris Ramos,0.29,0.38,38.24,2.42,0.17,0.0,0.5,0.21,0.0,1.5,0.0,0.33,0.25,0.0,15.67,53.72,3.38,57.14,0.0,0.13,0.0,0.0,1.08,0.13,0.08,0.04,63.36,54.88,1.88,1.67,24,2,4,La Liga 2,2
Enric Gallego,0.28,0.23,36.36,2.13,0.05,0.0,0.68,0.3,0.0,1.13,0.0,0.38,0.18,0.08,16.3,55.67,3.8,42.22,0.0,0.25,0.0,0.0,0.65,0.1,0.23,0.0,52.2,42.58,0.73,2.63,40,3,4,La Liga 2,2
Amir Abedzadeh,0.0,0.0,100.0,0.0,0.0,0.0,0.07,0.03,0.03,0.83,0.1,0.0,0.0,0.0,32.6,64.93,1.9,42.98,3.27,0.3,0.17,0.03,1.1,0.17,0.17,0.0,93.33,90.48,0.1,0.07,30,2,1,La Liga 2,2
Ignasi Miquel,0.0,0.0,57.14,0.27,0.0,0.0,1.58,1.42,0.0,3.06,0.0,0.36,0.0,0.03,54.09,82.35,3.88,41.2,0.0,0.45,0.0,0.0,0.45,0.06,0.27,0.0,60.0,57.68,0.61,1.27,33,3,2,La Liga 2,2
Dani Calvo,0.06,0.0,60.0,0.47,0.06,0.0,1.0,0.61,0.06,4.25,0.0,0.25,0.03,0.0,35.47,77.53,2.31,43.56,0.0,0.42,0.0,0.0,0.67,0.08,0.17,0.0,73.78,69.43,0.58,0.72,36,2,2,La Liga 2,2
Unai Elguezabal,0.03,0.15,66.67,0.64,0.0,0.0,1.28,0.95,0.0,4.69,0.0,0.64,0.0,0.0,33.69,80.52,3.72,57.61,0.0,0.46,0.0,0.0,0.69,0.08,0.31,0.0,60.43,58.64,0.67,0.77,39,2,3,La Liga 2,2
Marc Mateu,0.06,0.0,54.29,0.48,0.0,1.61,0.87,0.35,0.0,0.74,0.0,0.32,0.23,0.1,16.26,72.62,4.32,41.77,0.0,0.1,0.0,0.0,0.42,0.03,0.1,0.0,56.67,52.6,0.58,0.45,31,3,3,La Liga 2,2
Ager Aketxe,0.1,0.0,53.85,0.9,0.0,0.0,0.48,0.29,0.0,0.1,0.0,0.71,0.29,0.33,27.1,82.95,10.29,67.57,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.0,36.84,33.33,0.43,0.33,21,2,3,La Liga 2,2
Luismi,0.03,0.03,92.86,0.48,0.03,0.0,3.06,1.55,0.0,2.29,0.03,1.29,0.0,0.0,31.48,77.56,4.39,56.89,0.0,0.35,0.0,0.0,0.68,0.1,0.52,0.03,55.56,55.72,0.74,1.81,31,3,3,La Liga 2,2
Ángel Montoro,0.04,0.0,53.85,0.61,0.04,0.0,1.11,0.68,0.0,1.11,0.0,0.54,0.07,0.04,28.86,75.87,6.5,61.29,0.0,0.07,0.0,0.0,0.46,0.07,0.29,0.0,51.43,55.13,1.07,0.93,28,3,3,La Liga 2,2
Rubén Yáñez,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,1.38,0.03,0.0,0.0,0.03,25.59,47.57,1.48,29.98,2.66,0.34,0.03,0.0,0.79,0.1,0.07,0.0,100.0,100.0,0.03,0.0,29,2,1,La Liga 2,2
Raúl Fernández,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.55,0.0,0.03,0.0,0.0,23.65,68.08,0.74,36.41,2.26,0.48,0.1,0.0,0.52,0.1,0.06,0.03,100.0,82.35,0.23,0.06,31,3,1,La Liga 2,2
Yoel Rodríguez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,23.0,59.68,2.36,41.04,2.64,0.36,0.0,0.0,0.82,0.18,0.0,0.0,66.67,80.0,0.27,0.0,11,3,1,La Liga 2,2
Alex Suárez,0.03,0.03,52.0,0.43,0.0,0.0,1.73,0.73,0.0,1.83,0.0,0.28,0.03,0.0,45.88,86.21,5.73,48.86,0.0,0.43,0.0,0.0,0.5,0.05,0.23,0.0,57.14,61.48,0.73,0.73,40,2,2,La Liga 2,2
Fran García Solsona,0.0,0.04,40.0,0.18,0.0,0.0,2.07,0.96,0.0,1.68,0.0,0.46,0.07,0.07,25.32,75.18,6.89,38.89,0.0,0.32,0.0,0.0,0.29,0.04,0.07,0.0,51.79,56.02,0.57,1.04,28,3,2,La Liga 2,2
German Parreño Boix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.4,0.0,0.0,27.4,44.53,2.6,26.47,3.4,0.2,0.0,0.0,1.2,0.2,0.4,0.0,100.0,70.0,0.2,0.0,5,2,1,La Liga 2,2
José Gragera,0.12,0.12,28.57,0.88,0.12,0.0,2.94,1.35,0.0,1.82,0.0,1.0,0.0,0.0,37.41,80.66,3.53,40.0,0.0,0.24,0.0,0.0,0.47,0.12,0.06,0.0,60.49,54.82,0.47,1.88,17,1,3,La Liga 2,2
Iván Cuéllar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.04,0.0,0.04,0.08,26.32,63.53,0.96,41.35,2.48,0.28,0.28,0.04,0.84,0.16,0.12,0.0,66.67,80.0,0.16,0.0,25,3,1,La Liga 2,2
Róber Pier,0.0,0.0,80.0,0.21,0.0,0.0,1.12,1.24,0.0,2.79,0.03,0.35,0.06,0.0,51.35,85.85,4.85,55.89,0.0,0.38,0.0,0.0,0.56,0.12,0.09,0.0,51.0,51.74,0.32,1.0,34,2,2,La Liga 2,2
Saúl Coco,0.03,0.06,57.14,0.67,0.03,0.0,1.14,0.5,0.03,2.44,0.0,0.22,0.03,0.0,62.78,89.47,2.94,42.13,0.0,0.42,0.0,0.0,0.56,0.08,0.22,0.0,65.71,64.76,0.92,0.78,36,1,2,La Liga 2,2
Carlos Nieto,0.0,0.0,59.09,0.67,0.0,0.0,1.79,1.83,0.04,2.0,0.0,1.13,0.21,0.04,32.54,78.36,4.58,48.98,0.0,0.29,0.0,0.0,0.75,0.17,0.13,0.04,56.45,50.91,0.33,1.21,24,2,2,La Liga 2,2
Peru Nolaskoain Esnal,0.06,0.16,55.56,0.88,0.0,0.0,1.81,1.28,0.0,2.03,0.0,0.94,0.0,0.03,35.41,79.35,5.63,44.44,0.0,0.25,0.0,0.0,0.47,0.06,0.28,0.0,62.5,57.25,0.63,0.88,32,2,3,La Liga 2,2
Bebé,0.25,0.06,52.94,3.88,0.0,0.0,0.63,0.38,0.0,0.19,0.0,1.13,0.25,0.06,25.75,69.66,6.44,40.35,0.0,0.13,0.0,0.0,0.69,0.13,0.19,0.0,44.44,40.38,0.56,0.56,16,3,3,La Liga 2,2
Carlos Vigaray,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,6.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,80.0,0.0,0.0,2,2,2,La Liga 2,2
Jeremy Mellot,0.02,0.05,57.35,0.49,0.02,0.0,1.73,1.37,0.0,1.39,0.0,0.76,0.05,0.0,32.83,75.48,7.27,38.89,0.0,0.22,0.0,0.0,0.68,0.1,0.07,0.0,50.0,58.14,1.12,0.63,41,2,2,La Liga 2,2
Daniel Fuzato,0.0,0.03,0.0,0.05,0.0,0.0,0.05,0.08,0.0,1.22,0.03,0.0,0.03,0.0,24.38,59.42,1.19,34.79,3.16,0.22,0.19,0.03,1.46,0.14,0.11,0.0,100.0,100.0,0.05,0.0,37,2,1,La Liga 2,2
Ricard Sánchez,0.09,0.0,53.49,0.91,0.0,0.0,1.06,1.0,0.03,1.33,0.0,0.3,0.18,0.09,32.06,75.9,7.45,32.52,0.0,0.36,0.0,0.0,0.45,0.12,0.18,0.0,50.0,52.02,0.85,1.12,33,1,2,La Liga 2,2
Fran Gámez,0.03,0.0,45.45,0.56,0.0,0.0,2.32,1.32,0.0,1.21,0.0,0.76,0.06,0.06,33.71,76.96,7.44,46.15,0.0,0.18,0.0,0.0,0.68,0.15,0.21,0.0,48.08,53.53,0.29,0.88,34,3,2,La Liga 2,2
José Ángel Jurado,0.04,0.0,44.44,0.63,0.0,0.0,1.67,0.81,0.0,0.81,0.0,0.78,0.07,0.04,37.56,84.02,7.93,59.74,0.0,0.19,0.0,0.0,0.48,0.07,0.33,0.0,52.27,52.13,1.26,1.41,27,3,3,La Liga 2,2
Álex Petxa,0.0,0.0,76.47,0.54,0.0,0.0,1.92,1.31,0.0,0.92,0.0,0.54,0.08,0.08,42.08,82.82,7.46,46.0,0.0,0.08,0.0,0.0,0.62,0.08,0.15,0.0,75.0,70.37,2.0,0.77,13,2,2,La Liga 2,2
César Gelabert,0.08,0.08,71.15,0.8,0.0,0.0,1.76,0.52,0.0,0.12,0.0,1.12,0.08,0.16,33.8,84.02,8.88,61.8,0.0,0.04,0.0,0.0,0.6,0.12,0.08,0.04,34.29,54.88,1.0,0.6,25,1,3,La Liga 2,2
Raúl Lizoain,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.13,0.06,0.88,0.06,0.13,0.0,0.0,47.81,80.26,0.69,44.76,2.19,0.38,0.19,0.0,0.75,0.13,0.06,0.0,100.0,76.92,0.31,0.06,16,3,1,La Liga 2,2
